image_name,comment_number,comment
118647903.jpg, 3, Two male soccer players on opposing teams are trying to get the soccer ball .
118647903.jpg, 4, Two football players chase after a the ball .
1186603607.jpg, 0, Eleven men and women in cotton shirts and denim pants walk uphill along a shaded forest trail .
1186603607.jpg, 1, A small group of people hikes through a forest during the day .
1186603607.jpg, 2, A group of people dressed casually are walking in the woods .
1186603607.jpg, 3, A group of people walking up a trail in a wooded area .
1186603607.jpg, 4, A group of people walking down a trail in the woods .
118667747.jpg, 0, There are three young boys playing in a public park with a red ball .
118667747.jpg, 1, Three children are playing with a red ball in a park .
118667747.jpg, 2, Three young boys playing with a ball in the park .
118667747.jpg, 3, Three little boys playing with a ball in a park .
118667747.jpg, 4, Three boys playing ball outside .
118668756.jpg, 0, A little boy wearing a purple shirt and blue jeans kicking a ball on the grass .
118668756.jpg, 1, A child in jeans and dark shirt kicks a colorful ball outside .
118668756.jpg, 2, A young male is kicking a multicolored ball .
118668756.jpg, 3, A little boy kicking a rubber ball .
118668756.jpg, 4, A small child kicking a ball .
1187077747.jpg, 0, This picture of a man reading is tilted .
1187077747.jpg, 1, A man looks at a book on a sunny day .
1187077747.jpg, 2, A man is reading a small book .
1187077747.jpg, 3, A man reading a book outside .
1187077747.jpg, 4, Man reading book outdoors .
118707970.jpg, 0, A man in a blue workers outfit with a yellow construction hat examines the side of a brick building from the top of a ladder .
118707970.jpg, 1, A man with a yellow hard hat is standing on a ladder that is leaned up against a building .
118707970.jpg, 2, A man is standing at the top of a ladder against a building .
118707970.jpg, 3, A man on a ladder wearing blue jacket and a blue jeans
118707970.jpg, 4, A man is high about doing work on a building .
118708295.jpg, 0, Construction workers wearing bright orange suits are working on a road in the rain .
118708295.jpg, 1, Three road workers in orange jackets and pants clean up with a wheelbarrow .
118708295.jpg, 2, Three construction workers dressed in bright orange are working on a road .
118708295.jpg, 3, Three people wearing reflective clothing are working on the street .
118708295.jpg, 4, Three men wearing orange coats working on a street .
118717792.jpg, 0, A festival is going on right outside a lake 
118717792.jpg, 1, A group of people wearing red shirts and holding drums is being photographed at the boardwalk .
118717792.jpg, 2, A group of people in red play the drums while a performer walks on stilts by the river .
118717792.jpg, 3, A man on stilts stands in front of a line of drummers .
118717792.jpg, 4, a crowd of people in a parade .
1187252153.jpg, 0, A man in a white shirt with hot pads on is holding a tray with a variety of breads with a wooden fence behind him .
1187252153.jpg, 1, A young guy 
1187252153.jpg, 2, A blond man shows off his freshly baked bread with a wide smile .
1187252153.jpg, 3, A teenage boy stands in a backyard holding a tray of bread .
1187252153.jpg, 4, A man shows what he has baked .
1187435567.jpg, 0, A small dog plays with a toy on top of a white blanket .
1187435567.jpg, 1, A small 
1187435567.jpg, 2, A small brown and black dog playing with a toy
1187435567.jpg, 3, Terrier dog playing with toy on blanket
1187435567.jpg, 4, A small brown and black dog
1187593464.jpg, 0, A dog running across a grassy field with a stick in its mouth .
1187593464.jpg, 1, A big tan dog runs on grass with a big stick in his mouth .
1187593464.jpg, 2, A dog runs toward the camera with a stick in its mouth .
1187593464.jpg, 3, The dog carrying a long stick in its mouth .
1187593464.jpg, 4, A dog running with a stick in his mouth
118771635.jpg, 0, A girl wearing glasses and a brown plaid long-sleeved shirt holds a cup and looks through a book with people photographs and text .
118771635.jpg, 1, A woman with brown hair and wearing a brown shirt has a drink while perusing a book with photographs of people in it .
118771635.jpg, 2, A person in a plaid shirt reading a book and having a beverage .
118771635.jpg, 3, A hip person reading a magazine while enjoying a beverage .
118771635.jpg, 4, A boy with glasses and plaid shirt reads a book .
1187993157.jpg, 0, In a park 
1187993157.jpg, 1, a young man looks at a book on the ground in a wooded area .
1187993157.jpg, 2, A boy and a girl doing something in the woods .
1187993157.jpg, 3, A young boy plays outdoors in the woods .
1187993157.jpg, 4, A boy is playing outside .
118802644.jpg, 0, Two men in black clothes at a meat market showing a red meat while workers in blue look on .
118802644.jpg, 1, Customers browse a meat counter while employees wait .
118802644.jpg, 2, A man in a blue t-shirt buying something at a deli .
118802644.jpg, 3, Two men in black hats buying food at a counter .
118802644.jpg, 4, 2 men stand in line at a restaurant .
1188199432.jpg, 0, Several children sit on a carnival ride in front of the face of a clown and several fake balloons .
1188199432.jpg, 1, A group of children are riding a children 's ride with a clown and a lot of ballons on it .
1188199432.jpg, 2, Five small children are riding a ride that lifts them up and brings them down .
1188199432.jpg, 3, Five little kids are taking a ride in some type of amusement park .
1188199432.jpg, 4, Five children are on a carnival ride under a clown face .
118854260.jpg, 0, A blond woman wearing glasses and a gray sweatshirt is cutting something with scissors .
118854260.jpg, 1, A woman wearing glasses is trimming her nails with a pair of scissors .
118854260.jpg, 2, A woman with dirty blond-hair and glasses is cutting something .
118854260.jpg, 3, A blond woman in a gray sweatshirt is cutting with scissors .
118854260.jpg, 4, A woman cutting construction paper for a detailed project .
118865844.jpg, 0, A woman wearing a pink sweater and eyeglasses is wiping a wooden table with a pink sponge .
118865844.jpg, 1, A woman in a pink sweater and an apron 
118865844.jpg, 2, A lady with blond-hair and glasses works hard to clean up her table .
118865844.jpg, 3, A woman in a pink sweater cleaning a dining table .
118865844.jpg, 4, A woman in a pink shirt cleaning a wooden table .
1188670028.jpg, 0, A man in a blue tee-shirt 
1188670028.jpg, 1, A man wearing a ball cap and a blue T-shirt rides a white horse down a dirt road through lush 
1188670028.jpg, 2, A boy wearing a blue shirt riding a gray horse on a gravel path through the green overgrown field .
1188670028.jpg, 3, A person wearing a blue shirt 
1188670028.jpg, 4, A person is riding on a horse along a sandy trail in a grassy region .
118897631.jpg, 0, A woman cooks on the stove in her kitchen as her dog begs below .
118897631.jpg, 1, A woman touching a pot on a stove while a dog looks up at her .
118897631.jpg, 2, Dog waits for food as an elder woman is cooking on the stove .
118897631.jpg, 3, A middle-aged woman cooking while her dog watches .
118897631.jpg, 4, A middle-aged woman cooking in her home .
118939364.jpg, 0, Redhead woman in pigtails and glasses sewing on a sewing machine .
118939364.jpg, 1, A woman in a brown sweater is sewing on her machine .
118939364.jpg, 2, A woman with glasses uses a sewing machine .
118939364.jpg, 3, The woman in the brown sweater is sewing .
118939364.jpg, 4, A woman using a sewing machine .
118939861.jpg, 0, Two bald men in a bedroom with one man working on a desktop computer and the observing while seated on the bed next to him .
118939861.jpg, 1, Two bald men 
118939861.jpg, 2, Two men working with the computer within their apartment .
118939861.jpg, 3, Two bald men sit on chairs and look at a computer .
118939861.jpg, 4, Two men in a room looking at a computer screen .
1189977786.jpg, 0, One dog is jumping into a pool while another runs along side the pool 's edge .
1189977786.jpg, 1, A gray dog runs along side a pool while a yellow dog jumps into the pool .
1189977786.jpg, 2, one tan dog jumping in a pool while the other gray dog is on the deck
1189977786.jpg, 3, Two dogs jumping into a swimming pool .
1189977786.jpg, 4, A dog jumping into a swimming pool .
1190083977.jpg, 0, A young boy 
1190083977.jpg, 1, One young boy sliding down a sandy hill on his stomach .
1190083977.jpg, 2, A boy in a red shirt sledding down a sand dune .
1190083977.jpg, 3, A child is sliding down a hill on a sled .
1190083977.jpg, 4, A boy sledding down a sand hill .
119082045.jpg, 0, A man and a woman locking arms ( wearing expensive clothing ) next to glass display ( perhaps retail stores ) on the sidewalk in an urban setting .
119082045.jpg, 1, A woman in a white coat and a man in a gray coat are walking on a sidewalk past the window of a store that sells jewelry .
119082045.jpg, 2, A young woman and young man are walking arm and arm past a jewelry store .
119082045.jpg, 3, A man and woman wearing sunglasses are window shopping .
119082045.jpg, 4, A couple are doing some shopping together .
1190951807.jpg, 0, A man wearing an orange construction hat wipes his face 
1190951807.jpg, 1, Two men in hard hats standing in front of a fire .
1190951807.jpg, 2, Two workers toil in a smelting factory .
1190951807.jpg, 3, FireFighters monitoring a cave fire .
1190951807.jpg, 4, Men hard at work in a hot room .
1191338263.jpg, 0, A woman with an umbrella is sitting at a station 
1191338263.jpg, 1, An old woman sits in a transit station next to a backlit advertisement .
1191338263.jpg, 2, An Asian woman waiting at an underground train stop .
1191338263.jpg, 3, A little old lady sitting next to an advertisement .
1191338263.jpg, 4, A woman sits in a subway station .
1191423753.jpg, 0, Two people standing in front of a yellow building with a painted mural of an athlete 
1191423753.jpg, 1, A man walks past some graffiti of a group of guys in leather jackets and blue jeans on a tan wall .
1191423753.jpg, 2, People waiting outside a building next to a mural .
1191423753.jpg, 3, A side of a building with paintings on it .
1191423753.jpg, 4, Three people are on a sidewalk .
11914981.jpg, 0, a man 
11914981.jpg, 1, Three people push a piece of large machinery through the street .
11914981.jpg, 2, People attempting to move X-ray machine down the street .
11914981.jpg, 3, Three people are pushing a large machine down a street .
11914981.jpg, 4, Three people are pushing a heavy machine .
1191939974.jpg, 0, A man wearing a construction hat and gloves works with machinery .
1191939974.jpg, 1, A man in the hard hat and work gloves is holding some metal part .
1191939974.jpg, 2, A factory worker is wearing an orange hard hat while working .
1191939974.jpg, 3, A man wearing a sleeveless shirt and construction helmet .
1191939974.jpg, 4, A factory worker is working at a machine
1192725687.jpg, 0, A homeless man holding up a sign with his request for money and his reasons for asking .
1192725687.jpg, 1, A man holding a cardboard sign is asking for money from people passing .
1192725687.jpg, 2, A man with a beard and a hat is begging for money from people .
1192725687.jpg, 3, A homeless man holding a sign .
1192725687.jpg, 4, Homeless man holding a sign .
1193116658.jpg, 0, A young girl rides a unicycle next to another riding a scooter on a busy street .
1193116658.jpg, 1, The girl on the unicycle reaches out for the child on the scooter .
1193116658.jpg, 2, A girl rides a unicycle as another rides a scooter next to her .
1193116658.jpg, 3, A girl rides a unicycle with a child who rides a scooter .
1193116658.jpg, 4, There is a girl on a unicycle and a child on a scooter .
1193547352.jpg, 0, Two climbers attempting to climb a steep 
1193547352.jpg, 1, People equipped with hiking packs and walking sticks are climbing a snowy mountain .
1193547352.jpg, 2, Skiers get caught on the dusty slopes and almost fall down and break their legs .
1193547352.jpg, 3, Two people climbing a snowy mountain against a clear blue sky .
1193547352.jpg, 4, A group of climbers ascends a narrow 
119364730.jpg, 0, A man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab 
119364730.jpg, 1, A man wearing a bib with a red crab on it is trying to decide if he wants to eat a boiled crab .
119364730.jpg, 2, A mixed sex group wear lobster bibs and wield mallets as they dine on crab at a restaurant .
119364730.jpg, 3, A man wearing a plastic bib with a crab on it 
119364730.jpg, 4, A gentleman trying to open a crab leg .
1193746118.jpg, 0, A family is standing on a stone bridge and watching the father jump off 
1193746118.jpg, 1, A shirtless man jumping off an old stone bridge while a woman and children watch him .
1193746118.jpg, 2, A man jumps off of a small stone bridge while three children and a woman watch him .
1193746118.jpg, 3, A man jumps off a bridge while family watches in excitement .
1193746118.jpg, 4, man jumping off bridge while kids and women watch
119534510.jpg, 0, A person in a brown jacket is sitting on a pier by the water reading .
119534510.jpg, 1, Person sitting on concrete landing next to body of water
119534510.jpg, 2, A man in a brown shirt sitting on a dock and reading .
119534510.jpg, 3, A man reading a book on the dock near a post .
119534510.jpg, 4, A man is sitting next to the water 
1195966967.jpg, 0, A man playing a guitar and a man dancing are entertaining a couple sitting on a ledge by the street .
1195966967.jpg, 1, A man playing a guitar while a couple is listening and watching another man dancing to the music .
1195966967.jpg, 2, A street performers plays guitar while a man dances and a couple watches .
1195966967.jpg, 3, Two people listen to a man playing guitar while another man dances .
1195966967.jpg, 4, A couple listening to performers on the street .
1196432301.jpg, 0, A half dozen construction workers stand beside a large piece of equipment .
1196432301.jpg, 1, Workers on a break in front of the Atari building .
1196432301.jpg, 2, Construction workers in front of a large building .
1196432301.jpg, 3, Some construction workers are taking a break .
1196432301.jpg, 4, Construction workers on a lunch break .
1196602179.jpg, 0, A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop .
1196602179.jpg, 1, A woman in a bright green sweater is playing with a dragon puppet a garden .
1196602179.jpg, 2, A woman in a yellow shirt is playing with a dragon puppet .
1196602179.jpg, 3, A woman in a green dress holding a toy dinosaur .
1196602179.jpg, 4, Lady faces off with a green dragon puppet .
1196696476.jpg, 0, A group of mixed aged people are sitting on the sidewalk waiting in a line .
1196696476.jpg, 1, Large amount of people sitting up against the walls of buildings .
1196696476.jpg, 2, A line of people wait to be the first to own the new product .
1196696476.jpg, 3, A large crowd of people are sitting outside of a store .
1196696476.jpg, 4, People waiting for a parade to start on main street .
1196746186.jpg, 0, A woman in a jacket walks on the beach in someone 's footprints while holding her shoes in her hands .
1196746186.jpg, 1, A person is walking along the beach 
1196746186.jpg, 2, A child hold green shoes is walking in the sand by the water .
1196746186.jpg, 3, A woman carrying shoes is walking barefoot on the beach .
1196746186.jpg, 4, A woman walks in the sand as she carries her shoes .
1196886054.jpg, 0, A group of people 
1196886054.jpg, 1, Several members of a wedding party 
1196886054.jpg, 2, A bride and a groom walk down a sidewalk with other guests surrounding them .
1196886054.jpg, 3, The people are following the Bride and the Groom at a wedding .
1196886054.jpg, 4, A wedding day with the bride in a bright white beautiful dress
1197800988.jpg, 0, A woman in a purple jacket is eating a snack at a table behind the tree .
1197800988.jpg, 1, A person wearing a purple jacket stands behind a tall tree .
1197800988.jpg, 2, A woman sits at a picnic table eating with luggage .
1197800988.jpg, 3, a person sits at a table behind a tree .
1197800988.jpg, 4, People eat under green trees .
119805497.jpg, 0, A man in a white shirt and a woman in a black shirt are standing in front of a store .
119805497.jpg, 1, A man and a woman are waiting to order from a sidewalk cafe .
119805497.jpg, 2, Customers are waiting for service at a takeout window .
119805497.jpg, 3, A couple wait at the stand for some coffee .
119805497.jpg, 4, Customers examine the menu of street cafe .
1198194316.jpg, 0, A man in a black shirt and jeans walks beside a woman in black pants and a flowery shirt in front of a refreshment stand with others walking nearby .
1198194316.jpg, 1, A woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them .
1198194316.jpg, 2, A man and woman standing in front of a refreshment stand
1198194316.jpg, 3, a couple walking along on a sidewalk
1198194316.jpg, 4, A man and a woman walk outside .
1199376686.jpg, 0, A man wearing a blue jacket and glasses holds the handrail while climbing the stairs .
1199376686.jpg, 1, Gentleman with gray hair climbs wooden steps on a cool day .
1199376686.jpg, 2, A man climbs a flight of old wooden stairs on a building .
1199376686.jpg, 3, Bird 's eye view of a man ascending a staircase outdoors .
1199376686.jpg, 4, man in gray jacket walks up wooden staircase .
1199847613.jpg, 0, Three people dressed in white clothing in caps giving three other people dressed in white clothing and caps a piggyback ride .
1199847613.jpg, 1, Men and women wearing white swim caps giving each other piggyback rides .
1199847613.jpg, 2, Three couples in white clothes and swim caps play piggyback .
1199847613.jpg, 3, The people dressed in all white are having a good time .
1199847613.jpg, 4, 3 couples in white clothes are playing piggyback .
120058071.jpg, 0, A crowd of people are sitting on a bench beside a white statue of a man 's head in a park like setting while four pigeons look on .
120058071.jpg, 1, A group of men 
120058071.jpg, 2, A group of people are sitting on benches at a park with pigeons walking around .
120058071.jpg, 3, A family is sitting outside enjoying themselves in a park area .
120058071.jpg, 4, Kids play around a statue bust outside .
1201218421.jpg, 0, A young female is sitting in a chair on the beach 
1201218421.jpg, 1, A brunette woman is sitting in a blue folding chair and reading at the beach .
1201218421.jpg, 2, An aerial view of a woman sitting in a blue chair on the beach .
1201218421.jpg, 3, A woman does not waste the nice day by reading on the beach .
1201218421.jpg, 4, A girl sitting in a blue chair in the sand reading a book .
1202620814.jpg, 0, People are boarding a train that 's painted yellow on the front .
1202620814.jpg, 1, Commuters standing on a platform are entering a train .
1202620814.jpg, 2, A large group of people getting on a train .
1202620814.jpg, 3, Commuters rush to get on the late train .
1202620814.jpg, 4, A group of people boards a bus .
120286774.jpg, 0, Two toddler boys 
120286774.jpg, 1, A baby and a young child are sitting together in a highchair .
120286774.jpg, 2, The two children in the yellow seats are at a daycare .
120286774.jpg, 3, Two little children wait in a highchair to be fed .
120286774.jpg, 4, two babies are sitting in their highchair
120394296.jpg, 0, A bunch of people with little white hats are sitting in a park .
120394296.jpg, 1, A group of worshipers hold their services in a public park .
120394296.jpg, 2, Crowd at a park in India waiting for an event to start .
120394296.jpg, 3, A group of Muslims are in a park listening to a speech .
120394296.jpg, 4, A gathering of Muslim men sitting in rows .
120474559.jpg, 0, A man is sitting in front of a computer monitor holding a keyboard and looking at the camera .
120474559.jpg, 1, A man in a black baseball cap and necklace is sitting down with a keyboard on his lap .
120474559.jpg, 2, A man sitting 
120474559.jpg, 3, A man in a hat plays his keyboard that is attached to a computer .
120474559.jpg, 4, A man in a black shirt and cap playing piano .
1204996216.jpg, 0, A little boy in a red shirt sitting on a wooden picnic table bench .
1204996216.jpg, 1, A little boy lies down on a picnic table bench .
1204996216.jpg, 2, A child is on a bench with arms stretched out .
1204996216.jpg, 3, A child is laying down on a wooden bench .
1204996216.jpg, 4, A boy lays on a picnic table bench .
120538235.jpg, 0, A man in a striped red polo shirt 
120538235.jpg, 1, Surrounded by spectators 
120538235.jpg, 2, A golfer wearing a striped red polo shirt and white pants watches his drive after swinging .
120538235.jpg, 3, Golfer takes a swing at the ball as spectators watch .
120538235.jpg, 4, A professional golfer hitting from the tee box .
120542286.jpg, 0, Two men stand at a chalkboard that forms part of a stone wall in front of a number of tables and chairs of which only a few are occupied .
120542286.jpg, 1, Two men confer while standing in a front of a stone wall with writing on it 
120542286.jpg, 2, Two students having a conversation on the other side of a concrete wall 
120542286.jpg, 3, Two men are discussing sometime near a wall with some graffiti on it .
120542286.jpg, 4, Two men stop to talk near a sign outside .
120545123.jpg, 0, Some people with black belts 
120545123.jpg, 1, A group of people in white coats and black pants with bare feet are standing on a green mat .
120545123.jpg, 2, Children wearing red 
120545123.jpg, 3, A young boy is practicing martial arts with other classmates .
120545123.jpg, 4, A group of men are practicing martial arts on a green mat .
120545125.jpg, 0, Female black belt martial artists performs outside on a gray day with weapon on a mat while spectators and other martial artists including 3 children look on .
120545125.jpg, 1, An Aikido student striking an attack in a demonstration to other students who stand patiently on the side of the mat .
120545125.jpg, 2, A girl demonstrating how to use a staff 
120545125.jpg, 3, A female martial arts student demonstrates with a weapon while others watch .
120545125.jpg, 4, A female martial artist is fighting while others watch .
120545126.jpg, 0, Several young adults performing in martial arts clothing .
120545126.jpg, 1, Young people practice some form of martial arts .
120545126.jpg, 2, The students are practicing martial arts .
120545126.jpg, 3, The karate class is performing outside .
120545126.jpg, 4, Karate students practicing on a mat .
1205490378.jpg, 0, A view from above of a young woman sitting behind a green both under a sign offering programs and ice cream .
1205490378.jpg, 1, A woman sitting at a desk labeled Programmes and Ice Cream 
1205490378.jpg, 2," A woman in a black shirt sitting behind a booth with a sign that reads "" Programmes & Ice Cream . """
1205490378.jpg, 3, A young women sits at a vending stall labeled ice creams and programs .
1205490378.jpg, 4, A white female sitting behind a programmes and ice cream stand .
1206506157.jpg, 0, Two dogs are playing rough in a green field of grass .
1206506157.jpg, 1, On grass 
1206506157.jpg, 2, Two dogs play with an orange toy in tall grass .
1206506157.jpg, 3, Two large brown dogs are playing in the grass .
1206506157.jpg, 4, Dogs fight in grass over toy .
1207159468.jpg, 0, A boy in a blue shirt is posing in front of an igloo type building with a person dangling from a rope above the building .
1207159468.jpg, 1, a young man wearing a blue shirt with a strange white building in the background
1207159468.jpg, 2, A boy poses for a picture and in the background a man is hanging by a rope .
1207159468.jpg, 3, A boy and a person suspended above a dome structure .
1207159468.jpg, 4, A boy stands near a structure outside .
120764850.jpg, 0, A baby on the floor laughing at an older another child .
120764850.jpg, 1, An older sibling and a baby in the living room .
120764850.jpg, 2, A cute baby is smiling at another child .
120764850.jpg, 3, A boy looks on as a baby laughs .
120764850.jpg, 4, Toddler playing with baby .
120778976.jpg, 0, Inside a gymnasium 
120778976.jpg, 1, Two people dressed in battle gear 
120778976.jpg, 2, Martial arts students face off against each other in a gym .
120778976.jpg, 3, Two men playing a sport with each other .
120778976.jpg, 4, Two men are fencing in a gym .
120889725.jpg, 0, A couple sits on a ledge to the left of a large tower of pink 
120889725.jpg, 1, A large stick filled with cotton candy to sell leans up against a wall .
120889725.jpg, 2, Two people are sitting on a wall near a large display of cotton candy .
120889725.jpg, 3, Two people are sitting with their backs facing cotton candy .
120889725.jpg, 4, A person looking at the reflection of the moon .
1211015912.jpg, 0, a girl in yellow dress is standing with her eyes closed in a busy park .
1211015912.jpg, 1, A girl in a brown dress surrounded by children closes her eyes .
1211015912.jpg, 2, A girl in a yellow dress with the sun shining on her face
1211015912.jpg, 3, A young girl in a white dress
1211015912.jpg, 4, Children at a park .
1211184847.jpg, 0, Several men are working on tiles together while sitting on the floor .
1211184847.jpg, 1, Men are working on getting tiles ready to use on a building .
1211184847.jpg, 2, Men sitting in a stone room chipping away at rocks .
1211184847.jpg, 3, Eight gentlemen are working with stone & tile .
1211184847.jpg, 4, Seven men chipping tiles with hammers .
1211196579.jpg, 0, A woman in a yellow hat 
1211196579.jpg, 1, 2 women wearing brightly colored clothes are sitting next to a dirt road on a rock having a conversation while they 're watching the field .
1211196579.jpg, 2, Two women in brightly colored tee-shirts and hats sit beside a black backpack on a stone bench beside a dusty trail .
1211196579.jpg, 3, Two women are sitting on a rock next to an open field .
1211196579.jpg, 4, Two women with colorful hats sit in a field .
121178216.jpg, 0, A man on a utility lift is standing in the tree branches .
121178216.jpg, 1, This man bravely cuts down trees on the job .
121178216.jpg, 2, A man in black pants cutting bushes .
121178216.jpg, 3, Man on crane cutting tree branches .
121178216.jpg, 4, A man cutting branches of trees .
12118309.jpg, 0, Two men with dark hair wearing glasses and black shirts eat bread while holding their hands up to the camera .
12118309.jpg, 1, Two men with black glasses are holding food 
12118309.jpg, 2, Two men with black rimmed glasses making faces and eating bread .
12118309.jpg, 3, Two men wearing eyeglasses eating sandwiches .
12118309.jpg, 4, Two men in black eating a sandwich .
121197973.jpg, 0, A man in some sort of establishment 
121197973.jpg, 1, Closeup of a man in a bar 
121197973.jpg, 2, A man in a black and white shirt is touching his glasses and laughing .
121197973.jpg, 3, A man laughs and adjusts his clear-colored glasses inside .
121197973.jpg, 4, Smiling man toggles his clear glasses in social setting .
1212131969.jpg, 0, A boy watches a woman walking amidst many concrete boxes .
1212131969.jpg, 1, A young boy watching a woman walk though blocks .
1212131969.jpg, 2, People wander a surreal maze like sculpture .
1212131969.jpg, 3, A girl and a guy sitting on large cubes .
1212131969.jpg, 4, A boy is sitting on rectangular blocks .
1212658333.jpg, 0, A young child is doing a handstand out on the street .
1212658333.jpg, 1, A child is playing in the street 
1212658333.jpg, 2, A child performs a cartwheel on the street .
1212658333.jpg, 3, Child in green jacket dose handstand .
1212658333.jpg, 4, Boy doing kart wheel on asphalt .
1213185795.jpg, 0, A man in a gray and yellow jacket stands behind the counter at Boston Belle .
1213185795.jpg, 1, Man standing at the counter of a wood paneled room .
1213185795.jpg, 2, A man sits behind a bar with an old iMac on it .
1213185795.jpg, 3, A man is sitting behind a hard wood counter .
1213185795.jpg, 4, A man standing behind the counter
1213336750.jpg, 0, A man takes a picture of another man in an open area just off of a busy street .
1213336750.jpg, 1, A man in a black outfit is taking a photograph of a man in a red jacket .
1213336750.jpg, 2, A man in a black jacket is taking a photo of a man in a red jacket .
1213336750.jpg, 3, Young man takes picture of another young man in front of church .
1213336750.jpg, 4, A young man taking a picture of another young man outdoors .
121335612.jpg, 0, An elderly man kayaking in a body of water with a cute bird on the corner of his little boat .
121335612.jpg, 1, A fisherman is inside of a boat rowing while a bird is perched on the front of his boat .
121335612.jpg, 2, A man wearing yellow and white uses oars to row his red boat in the water .
121335612.jpg, 3, A man standing up in a rowboat with a bird perched on the boat .
121335612.jpg, 4, A man in a yellow jumpsuit rowing a boat with a bird in front .
12142386.jpg, 0, A clown in a red and green shirt 
12142386.jpg, 1, A male performer is juggling with 4 plastic balls .
12142386.jpg, 2, A man wearing a hat is juggling three balls .
12142386.jpg, 3, A male with a hat is juggling four balls .
12142386.jpg, 4, A juggler in plaid juggling four balls .
12142391.jpg, 0, A man in a pink plaid shirt 
12142391.jpg, 1, The back of hat wearing juggler holding two Indian clubs in one hand and one in the other hand .
12142391.jpg, 2, A man wearing a hat with blond dreadlocks holds juggling pins under a blue sky .
12142391.jpg, 3, man wearing bowler hat and red flannel shirt holding juggling pins
12142391.jpg, 4, A person in a black hat is holding multicolored juggling pins .
1215318051.jpg, 0, Five adults are playing cards while sitting outside at a picnic table in their backyard .
1215318051.jpg, 1, Five people are sitting around a table 
1215318051.jpg, 2, Five people sitting outside playing a game of cards .
1215318051.jpg, 3, Family members playing cards in their backyard
1215318051.jpg, 4, A group of people sit outside playing cards .
1215334959.jpg, 0, A man 
1215334959.jpg, 1, A family sits on a bench overlooking the beach .
1215334959.jpg, 2, Taking a break while vacationing at the beach
1215334959.jpg, 3, Family sitting on a bench near the beach .
1215334959.jpg, 4, A family sits on a bench near a beach .
121551810.jpg, 0, Two men 
121551810.jpg, 1, Two men are preparing dinner over a fire with tin cans .
121551810.jpg, 2, A man and a woman can prepare meals at camp together .
121551810.jpg, 3, Two man are outdoors cooking over an open fire .
121551810.jpg, 4, Two men cook food on an outdoor grill .
121556607.jpg, 0, Three men in cold-weather styled clothing walking down a road .
121556607.jpg, 1, Three men are walking down a road with trees along the edges .
121556607.jpg, 2, Three men walking down a road surrounded by a forest .
121556607.jpg, 3, Three men are walking on a road in the mountains .
121556607.jpg, 4, Three men are walking down a road .
121556804.jpg, 0, Men in pants and coats walk up a steep and narrow road .
121556804.jpg, 1, Four men are walking up a steep rural road .
121556804.jpg, 2, The four hikers walked up the gravel road .
121556804.jpg, 3, A group of four men hiking up a trail .
121556804.jpg, 4, Four men are walking up a trail .
1215804065.jpg, 0, Someone parasailing with a green parachute that has a face on the top of it
1215804065.jpg, 1, A person is parasailing over a large body of water .
1215804065.jpg, 2, A boat is towing a person in a bright green parachute .
1215804065.jpg, 3, A person soars in a parachute close to a beach .
1215804065.jpg, 4, A person is parasailing near a beach .
121590361.jpg, 0, Two guys 
121590361.jpg, 1, Two African American makes play their trumpets in a major city with onlookers watching .
121590361.jpg, 2, Two black men are playing trumpets together in a city setting .
121590361.jpg, 3, Two men playing trumpet in public in the city .
121590361.jpg, 4, Two trumpet players play in the city
121800200.jpg, 0, Many people are climbing the mountain surrounded by pretty green trees .
121800200.jpg, 1, A group of rock climbers climb a rock wall in a forest .
121800200.jpg, 2, A group of climbers begin up a sheer rock face .
121800200.jpg, 3, People at a distance trying to climb a cliff .
121800200.jpg, 4, The flat side of a large 
1218091024.jpg, 0, Two policemen looking at a building from a distance by their car with binoculars .
1218091024.jpg, 1, Two police officers look at a house from a distance with binoculars .
1218091024.jpg, 2, Two men are taking pictures while standing beside an automobile .
1218091024.jpg, 3, Two men take photographs on either side of their car .
1218091024.jpg, 4, Two men standing next to a minivan with cameras .
1218456659.jpg, 0, Small children with dark hair 
1218456659.jpg, 1, A group of girls in matching brown dresses and sandals dance in unison .
1218456659.jpg, 2, A bunch of kids dressed in brown dresses are dancing .
1218456659.jpg, 3, A group of children in brown outfits are performing .
1218456659.jpg, 4, children dancing in a festival making funny faces
121861208.jpg, 0, A young lady with brown hair is reading a compass while the man next to her points to a paper .
121861208.jpg, 1, Two people walking down a dirt trail with backpacks on looking at items they are carrying .
121861208.jpg, 2, Two young male hikers using a map and compass to find their direction in the woods .
121861208.jpg, 3, Two people are on a path using a map and a compass .
121861208.jpg, 4, A woman and a man in a forest .
121971540.jpg, 0, Two people outside cleaning windows while on a ledge of a boat .
121971540.jpg, 1, Two people stand on the side of a large white and red boat .
121971540.jpg, 2, two men cleaning the outside windows of a yacht
121971540.jpg, 3, Two men climb the side of a boat .
121971540.jpg, 4, Two men on the side of a barge
1220027979.jpg, 0, Three children 
1220027979.jpg, 1, Two little boys and a baby girl sit on a striped seat outside .
1220027979.jpg, 2, A baby is seated between two young boys on a seat .
1220027979.jpg, 3, Two young boys and a baby sitting on a swing .
1220027979.jpg, 4, There are three kids outside sitting .
122019659.jpg, 0, A young boy prepares to field a baseball with people in the background .
